img_file_i,key,y,time
189,Button.right,2,20250930_165241
190,Button.right,2,20250930_165241
191,,0,20250930_165241
192,,0,20250930_165241
193,,0,20250930_165241
194,,0,20250930_165241
195,Button.right,2,20250930_165241
196,Button.right,2,20250930_165241
197,Button.right,2,20250930_165241
198,Button.right,2,20250930_165241
199,Button.right,2,20250930_165241
200,Button.right,2,20250930_165241
201,Button.right,2,20250930_165241
202,Button.right,2,20250930_165241
203,Button.right,2,20250930_165241
204,Button.right,2,20250930_165241
205,Button.right,2,20250930_165241
206,Button.right,2,20250930_165241
207,Button.right,2,20250930_165241
208,Button.right,2,20250930_165241
209,Button.right,2,20250930_165241
210,Button.right,2,20250930_165241
211,Button.right,2,20250930_165241
212,Button.right,2,20250930_165241
213,Button.right,2,20250930_165241
214,Button.right,2,20250930_165241
215,,0,20250930_165241
216,,0,20250930_165241
217,,0,20250930_165241
218,,0,20250930_165241
219,Button.right,2,20250930_165241
220,,0,20250930_165241
221,,0,20250930_165241
222,,0,20250930_165241
223,,0,20250930_165241
224,,0,20250930_165241
225,,0,20250930_165241
226,,0,20250930_165241
227,,0,20250930_165241
228,,0,20250930_165241
229,,0,20250930_165241
230,,0,20250930_165241
231,,0,20250930_165241
232,,0,20250930_165241
233,,0,20250930_165241
234,,0,20250930_165241
235,,0,20250930_165241
236,,0,20250930_165241
237,,0,20250930_165241
238,,0,20250930_165241
239,,0,20250930_165241
240,,0,20250930_165241
241,Button.right,2,20250930_165241
242,Button.right,2,20250930_165241
243,Button.right,2,20250930_165241
244,Button.right,2,20250930_165241
245,Button.right,2,20250930_165241
246,Button.right,2,20250930_165241
247,Button.right,2,20250930_165241
248,Button.right,2,20250930_165241
249,,0,20250930_165241
250,,0,20250930_165241
251,,0,20250930_165241
252,,0,20250930_165241
253,,0,20250930_165241
254,,0,20250930_165241
255,,0,20250930_165241
256,,0,20250930_165241
257,,0,20250930_165241
258,,0,20250930_165241
259,,0,20250930_165241
260,,0,20250930_165241
261,,0,20250930_165241
262,,0,20250930_165241
263,,0,20250930_165241
264,,0,20250930_165241
265,,0,20250930_165241
266,,0,20250930_165241
267,,0,20250930_165241
268,,0,20250930_165241
269,,0,20250930_165241
270,,0,20250930_165241
271,,0,20250930_165241
272,,0,20250930_165241
273,,0,20250930_165241
274,,0,20250930_165241
275,,0,20250930_165241
276,,0,20250930_165241
277,,0,20250930_165241
278,,0,20250930_165241
279,,0,20250930_165241
280,,0,20250930_165241
281,,0,20250930_165241
282,,0,20250930_165241
283,,0,20250930_165241
284,,0,20250930_165241
285,,0,20250930_165241
286,Button.right,2,20250930_165241
287,Button.right,2,20250930_165241
288,Button.right,2,20250930_165241
289,Button.right,2,20250930_165241
290,Button.right,2,20250930_165241
291,Button.right,2,20250930_165241
292,Button.right,2,20250930_165241
293,Button.right,2,20250930_165241
294,Button.right,2,20250930_165241
295,Button.right,2,20250930_165241
296,Button.right,2,20250930_165241
297,Button.right,2,20250930_165241
298,Button.right,2,20250930_165241
299,Button.right,2,20250930_165241
300,Button.right,2,20250930_165241
301,Button.right,2,20250930_165241
302,Button.right,2,20250930_165241
303,,0,20250930_165241
304,,0,20250930_165241
305,,0,20250930_165241
306,,0,20250930_165241
307,Button.left,1,20250930_165241
308,,0,20250930_165241
309,,0,20250930_165241
310,,0,20250930_165241
311,,0,20250930_165241
312,Button.right,2,20250930_165241
313,Button.right,2,20250930_165241
314,Button.right,2,20250930_165241
315,Button.right,2,20250930_165241
316,Button.right,2,20250930_165241
317,Button.right,2,20250930_165241
318,Key.space,3,20250930_165241
319,,0,20250930_165241
320,,0,20250930_165241
321,Key.space,3,20250930_165241
322,Key.space,3,20250930_165241
323,Key.space,3,20250930_165241
324,Button.left,1,20250930_165241
325,Button.left,1,20250930_165241
326,,0,20250930_165241
327,Button.left,1,20250930_165241
328,Button.left,1,20250930_165241
329,,0,20250930_165241
330,Button.left,1,20250930_165241
331,,0,20250930_165241
332,Button.left,1,20250930_165241
333,Button.left,1,20250930_165241
334,Button.left,1,20250930_165241
335,,0,20250930_165241
336,Button.left,1,20250930_165241
337,,0,20250930_165241
338,,0,20250930_165241
339,,0,20250930_165241
340,Button.right,2,20250930_165241
341,Button.right,2,20250930_165241
342,Button.right,2,20250930_165241
343,Button.right,2,20250930_165241
344,Button.right,2,20250930_165241
345,Button.right,2,20250930_165241
346,Button.right,2,20250930_165241
347,Button.right,2,20250930_165241
348,Button.right,2,20250930_165241
349,Button.right,2,20250930_165241
350,Button.right,2,20250930_165241
351,Button.right,2,20250930_165241
352,Button.right,2,20250930_165241
353,Button.right,2,20250930_165241
354,Button.right,2,20250930_165241
355,Button.right,2,20250930_165241
356,,0,20250930_165241
357,,0,20250930_165241
358,,0,20250930_165241
359,,0,20250930_165241
360,,0,20250930_165241
361,,0,20250930_165241
362,,0,20250930_165241
363,,0,20250930_165241
364,,0,20250930_165241
365,,0,20250930_165241
366,,0,20250930_165241
367,,0,20250930_165241
368,,0,20250930_165241
369,,0,20250930_165241
370,,0,20250930_165241
371,,0,20250930_165241
372,,0,20250930_165241
373,,0,20250930_165241
374,,0,20250930_165241
375,,0,20250930_165241
376,Button.right,2,20250930_165241
377,Button.right,2,20250930_165241
378,Button.right,2,20250930_165241
379,Button.right,2,20250930_165241
380,Button.right,2,20250930_165241
381,Button.right,2,20250930_165241
382,Button.right,2,20250930_165241
383,Button.right,2,20250930_165241
384,Button.right,2,20250930_165241
385,Button.right,2,20250930_165241
386,Button.right,2,20250930_165241
387,,0,20250930_165241
388,,0,20250930_165241
389,,0,20250930_165241
390,,0,20250930_165241
391,,0,20250930_165241
392,,0,20250930_165241
393,,0,20250930_165241
394,,0,20250930_165241
395,,0,20250930_165241
396,,0,20250930_165241
397,,0,20250930_165241
398,,0,20250930_165241
399,,0,20250930_165241
400,,0,20250930_165241
401,,0,20250930_165241
402,,0,20250930_165241
403,,0,20250930_165241
404,,0,20250930_165241
405,,0,20250930_165241
406,,0,20250930_165241
407,,0,20250930_165241
408,,0,20250930_165241
409,,0,20250930_165241
410,Button.left,1,20250930_165241
411,Button.left,1,20250930_165241
412,Button.left,1,20250930_165241
413,,0,20250930_165241
414,,0,20250930_165241
415,Button.left,1,20250930_165241
416,,0,20250930_165241
417,Button.left,1,20250930_165241
418,Button.left,1,20250930_165241
419,Button.left,1,20250930_165241
420,,0,20250930_165241
421,Button.left,1,20250930_165241
422,,0,20250930_165241
423,,0,20250930_165241
424,,0,20250930_165241
425,Button.right,2,20250930_165241
426,Button.right,2,20250930_165241
427,Button.right,2,20250930_165241
428,Button.right,2,20250930_165241
429,Button.right,2,20250930_165241
430,Button.right,2,20250930_165241
431,Key.space,3,20250930_165241
432,,0,20250930_165241
433,,0,20250930_165241
434,Key.space,3,20250930_165241
435,,0,20250930_165241
436,,0,20250930_165241
437,,0,20250930_165241
438,,0,20250930_165241
439,Button.left,1,20250930_165241
440,Button.left,1,20250930_165241
441,,0,20250930_165241
442,,0,20250930_165241
443,Button.left,1,20250930_165241
444,Button.left,1,20250930_165241
445,Button.left,1,20250930_165241
446,,0,20250930_165241
447,,0,20250930_165241
448,,0,20250930_165241
449,Button.right,2,20250930_165241
450,Button.right,2,20250930_165241
451,Button.right,2,20250930_165241
452,Button.right,2,20250930_165241
453,Button.right,2,20250930_165241
454,Button.right,2,20250930_165241
455,Button.right,2,20250930_165241
456,Button.right,2,20250930_165241
457,Button.right,2,20250930_165241
458,Button.right,2,20250930_165241
459,Button.right,2,20250930_165241
460,Button.right,2,20250930_165241
461,Button.right,2,20250930_165241
462,Button.right,2,20250930_165241
463,,0,20250930_165241
464,,0,20250930_165241
465,,0,20250930_165241
466,,0,20250930_165241
467,,0,20250930_165241
468,,0,20250930_165241
469,,0,20250930_165241
470,,0,20250930_165241
471,,0,20250930_165241
472,,0,20250930_165241
473,,0,20250930_165241
474,,0,20250930_165241
475,,0,20250930_165241
476,,0,20250930_165241
477,,0,20250930_165241
478,,0,20250930_165241
479,,0,20250930_165241
480,,0,20250930_165241
481,,0,20250930_165241
482,,0,20250930_165241
483,,0,20250930_165241
484,,0,20250930_165241
485,,0,20250930_165241
486,,0,20250930_165241
487,,0,20250930_165241
488,,0,20250930_165241
489,,0,20250930_165241
490,Button.right,2,20250930_165241
491,Button.right,2,20250930_165241
492,Button.right,2,20250930_165241
493,Button.right,2,20250930_165241
494,Button.right,2,20250930_165241
495,Button.right,2,20250930_165241
496,Button.right,2,20250930_165241
497,Button.right,2,20250930_165241
498,Button.right,2,20250930_165241
499,,0,20250930_165241
500,,0,20250930_165241
501,,0,20250930_165241
502,Button.right,2,20250930_165241
503,Button.right,2,20250930_165241
504,Button.right,2,20250930_165241
505,Button.right,2,20250930_165241
506,Button.right,2,20250930_165241
507,Button.right,2,20250930_165241
508,Button.right,2,20250930_165241
509,Button.right,2,20250930_165241
510,Button.right,2,20250930_165241
511,Button.right,2,20250930_165241
512,Button.right,2,20250930_165241
513,,0,20250930_165241
514,,0,20250930_165241
515,,0,20250930_165241
516,,0,20250930_165241
517,,0,20250930_165241
518,,0,20250930_165241
519,,0,20250930_165241
520,,0,20250930_165241
521,,0,20250930_165241
522,,0,20250930_165241
523,,0,20250930_165241
524,,0,20250930_165241
525,,0,20250930_165241
526,,0,20250930_165241
527,,0,20250930_165241
528,,0,20250930_165241
529,,0,20250930_165241
530,,0,20250930_165241
531,,0,20250930_165241
532,,0,20250930_165241
533,,0,20250930_165241
534,,0,20250930_165241
535,,0,20250930_165241
536,,0,20250930_165241
537,,0,20250930_165241
538,,0,20250930_165241
539,,0,20250930_165241
540,,0,20250930_165241
541,,0,20250930_165241
542,,0,20250930_165241
543,,0,20250930_165241
544,,0,20250930_165241
545,,0,20250930_165241
546,,0,20250930_165241
547,,0,20250930_165241
548,,0,20250930_165241
549,,0,20250930_165241
550,,0,20250930_165241
551,,0,20250930_165241
552,,0,20250930_165241
553,,0,20250930_165241
554,,0,20250930_165241
555,,0,20250930_165241
556,,0,20250930_165241
557,,0,20250930_165241
558,,0,20250930_165241
559,,0,20250930_165241
560,,0,20250930_165241
561,,0,20250930_165241
562,,0,20250930_165241
563,,0,20250930_165241
564,,0,20250930_165241
565,,0,20250930_165241
566,,0,20250930_165241
567,,0,20250930_165241
568,,0,20250930_165241
569,,0,20250930_165241
570,Button.right,2,20250930_165241
571,,0,20250930_165241
572,,0,20250930_165241
573,,0,20250930_165241
574,,0,20250930_165241
575,,0,20250930_165241
576,,0,20250930_165241
577,,0,20250930_165241
578,,0,20250930_165241
579,,0,20250930_165241
580,,0,20250930_165241
581,,0,20250930_165241
582,Button.left,1,20250930_165241
583,,0,20250930_165241
584,,0,20250930_165241
585,,0,20250930_165241
586,Button.left,1,20250930_165241
587,,0,20250930_165241
588,Button.left,1,20250930_165241
589,,0,20250930_165241
590,,0,20250930_165241
591,,0,20250930_165241
592,,0,20250930_165241
593,,0,20250930_165241
594,Button.right,2,20250930_165241
595,Button.right,2,20250930_165241
596,Button.right,2,20250930_165241
597,Button.right,2,20250930_165241
598,Button.right,2,20250930_165241
599,Button.right,2,20250930_165241
600,Button.right,2,20250930_165241
601,Button.right,2,20250930_165241
602,Button.right,2,20250930_165241
603,Button.right,2,20250930_165241
604,Button.right,2,20250930_165241
605,Button.right,2,20250930_165241
606,Button.right,2,20250930_165241
607,Button.right,2,20250930_165241
608,Button.right,2,20250930_165241
609,Button.right,2,20250930_165241
610,Button.right,2,20250930_165241
611,Button.right,2,20250930_165241
612,Button.right,2,20250930_165241
613,Button.right,2,20250930_165241
614,Button.right,2,20250930_165241
615,Button.right,2,20250930_165241
616,Button.right,2,20250930_165241
617,,0,20250930_165241
618,,0,20250930_165241
619,,0,20250930_165241
620,,0,20250930_165241
621,,0,20250930_165241
622,,0,20250930_165241
0,,0,20250930_165556
1,,0,20250930_165556
2,,0,20250930_165556
3,,0,20250930_165556
4,,0,20250930_165556
5,,0,20250930_165556
6,,0,20250930_165556
7,,0,20250930_165556
8,,0,20250930_165556
9,,0,20250930_165556
10,,0,20250930_165556
11,,0,20250930_165556
12,,0,20250930_165556
13,,0,20250930_165556
14,,0,20250930_165556
15,,0,20250930_165556
16,Button.left,1,20250930_165556
17,,0,20250930_165556
18,,0,20250930_165556
19,,0,20250930_165556
20,,0,20250930_165556
21,Button.right,2,20250930_165556
22,Button.right,2,20250930_165556
23,Button.right,2,20250930_165556
24,Button.right,2,20250930_165556
25,Button.right,2,20250930_165556
26,Button.right,2,20250930_165556
27,Button.right,2,20250930_165556
28,Button.right,2,20250930_165556
29,Button.right,2,20250930_165556
30,Button.right,2,20250930_165556
31,Button.right,2,20250930_165556
32,Button.right,2,20250930_165556
33,Button.right,2,20250930_165556
34,Button.right,2,20250930_165556
35,Button.right,2,20250930_165556
36,,0,20250930_165556
37,,0,20250930_165556
38,,0,20250930_165556
39,,0,20250930_165556
40,,0,20250930_165556
41,,0,20250930_165556
42,,0,20250930_165556
43,,0,20250930_165556
44,,0,20250930_165556
45,,0,20250930_165556
46,,0,20250930_165556
47,,0,20250930_165556
48,,0,20250930_165556
49,,0,20250930_165556
50,,0,20250930_165556
51,,0,20250930_165556
52,,0,20250930_165556
53,,0,20250930_165556
54,,0,20250930_165556
55,,0,20250930_165556
56,,0,20250930_165556
57,,0,20250930_165556
58,,0,20250930_165556
59,,0,20250930_165556
60,,0,20250930_165556
61,,0,20250930_165556
62,,0,20250930_165556
63,,0,20250930_165556
64,,0,20250930_165556
65,,0,20250930_165556
66,,0,20250930_165556
67,,0,20250930_165556
68,,0,20250930_165556
69,,0,20250930_165556
70,,0,20250930_165556
71,,0,20250930_165556
72,,0,20250930_165556
73,,0,20250930_165556
74,,0,20250930_165556
75,,0,20250930_165556
76,,0,20250930_165556
77,Button.left,1,20250930_165556
78,,0,20250930_165556
79,,0,20250930_165556
80,,0,20250930_165556
81,Button.right,2,20250930_165556
82,Button.right,2,20250930_165556
83,Button.right,2,20250930_165556
84,Button.right,2,20250930_165556
85,Button.right,2,20250930_165556
86,Button.right,2,20250930_165556
87,Button.right,2,20250930_165556
88,Button.right,2,20250930_165556
89,Button.right,2,20250930_165556
90,Button.right,2,20250930_165556
91,Button.right,2,20250930_165556
92,Button.right,2,20250930_165556
93,Button.right,2,20250930_165556
94,Button.right,2,20250930_165556
95,Button.right,2,20250930_165556
96,Button.right,2,20250930_165556
97,,0,20250930_165556
98,Button.left,1,20250930_165556
99,Button.left,1,20250930_165556
100,Button.left,1,20250930_165556
101,,0,20250930_165556
102,Button.left,1,20250930_165556
103,Button.left,1,20250930_165556
104,Button.left,1,20250930_165556
105,,0,20250930_165556
106,,0,20250930_165556
107,,0,20250930_165556
108,Button.left,1,20250930_165556
109,Button.left,1,20250930_165556
110,,0,20250930_165556
111,,0,20250930_165556
112,Button.right,2,20250930_165556
113,Button.right,2,20250930_165556
114,Button.right,2,20250930_165556
115,Button.right,2,20250930_165556
116,Button.right,2,20250930_165556
117,Button.right,2,20250930_165556
118,Button.right,2,20250930_165556
119,Button.right,2,20250930_165556
120,Button.right,2,20250930_165556
121,Button.right,2,20250930_165556
122,Button.right,2,20250930_165556
123,Button.right,2,20250930_165556
124,Button.right,2,20250930_165556
125,Button.right,2,20250930_165556
126,Button.right,2,20250930_165556
127,Button.right,2,20250930_165556
128,Button.right,2,20250930_165556
129,Button.right,2,20250930_165556
130,Button.right,2,20250930_165556
131,Button.right,2,20250930_165556
132,Button.right,2,20250930_165556
133,Button.right,2,20250930_165556
134,Button.right,2,20250930_165556
135,Button.right,2,20250930_165556
136,Button.right,2,20250930_165556
137,Button.right,2,20250930_165556
138,Button.right,2,20250930_165556
139,Button.right,2,20250930_165556
140,Button.left,1,20250930_165556
141,,0,20250930_165556
142,,0,20250930_165556
143,,0,20250930_165556
144,,0,20250930_165556
145,,0,20250930_165556
146,,0,20250930_165556
147,,0,20250930_165556
148,Button.right,2,20250930_165556
149,Button.right,2,20250930_165556
150,Button.right,2,20250930_165556
151,Button.right,2,20250930_165556
152,Button.right,2,20250930_165556
153,Button.right,2,20250930_165556
154,Button.right,2,20250930_165556
155,,0,20250930_165556
156,Key.space,3,20250930_165556
157,Key.space,3,20250930_165556
158,,0,20250930_165556
159,Key.space,3,20250930_165556
160,,0,20250930_165556
161,,0,20250930_165556
162,,0,20250930_165556
163,Button.left,1,20250930_165556
164,Button.left,1,20250930_165556
165,,0,20250930_165556
166,,0,20250930_165556
167,Button.left,1,20250930_165556
168,,0,20250930_165556
169,,0,20250930_165556
170,,0,20250930_165556
171,,0,20250930_165556
172,,0,20250930_165556
173,Button.right,2,20250930_165556
174,Button.right,2,20250930_165556
175,Button.right,2,20250930_165556
176,Button.right,2,20250930_165556
177,Button.right,2,20250930_165556
178,Button.right,2,20250930_165556
179,Button.right,2,20250930_165556
180,Button.right,2,20250930_165556
181,Button.right,2,20250930_165556
182,Button.right,2,20250930_165556
183,Button.right,2,20250930_165556
184,Button.right,2,20250930_165556
185,Button.right,2,20250930_165556
186,Button.right,2,20250930_165556
187,Button.right,2,20250930_165556
188,Button.right,2,20250930_165556
189,Button.right,2,20250930_165556
190,Button.right,2,20250930_165556
191,Button.right,2,20250930_165556
192,Button.right,2,20250930_165556
193,Button.right,2,20250930_165556
194,Button.right,2,20250930_165556
195,Button.right,2,20250930_165556
196,Button.right,2,20250930_165556
197,Button.right,2,20250930_165556
198,Button.right,2,20250930_165556
199,Button.left,1,20250930_165556
200,Button.left,1,20250930_165556
201,Button.left,1,20250930_165556
202,,0,20250930_165556
203,Button.left,1,20250930_165556
204,,0,20250930_165556
205,Button.left,1,20250930_165556
206,,0,20250930_165556
207,,0,20250930_165556
208,,0,20250930_165556
209,,0,20250930_165556
210,Button.right,2,20250930_165556
211,Button.right,2,20250930_165556
212,Button.right,2,20250930_165556
213,Button.right,2,20250930_165556
214,Button.right,2,20250930_165556
215,Button.right,2,20250930_165556
216,Button.right,2,20250930_165556
217,Button.right,2,20250930_165556
218,Button.right,2,20250930_165556
219,Button.right,2,20250930_165556
220,Button.right,2,20250930_165556
221,Button.right,2,20250930_165556
222,Button.right,2,20250930_165556
223,Button.right,2,20250930_165556
224,Button.right,2,20250930_165556
225,Button.right,2,20250930_165556
226,Button.right,2,20250930_165556
227,Button.right,2,20250930_165556
228,Button.right,2,20250930_165556
229,Button.right,2,20250930_165556
230,Button.right,2,20250930_165556
231,Button.right,2,20250930_165556
232,Button.right,2,20250930_165556
233,Button.right,2,20250930_165556
234,Button.right,2,20250930_165556
235,Button.right,2,20250930_165556
236,,0,20250930_165556
237,,0,20250930_165556
238,,0,20250930_165556
239,,0,20250930_165556
240,,0,20250930_165556
241,,0,20250930_165556
242,,0,20250930_165556
243,,0,20250930_165556
244,,0,20250930_165556
245,,0,20250930_165556
246,,0,20250930_165556
247,,0,20250930_165556
248,,0,20250930_165556
249,,0,20250930_165556
250,,0,20250930_165556
251,,0,20250930_165556
252,,0,20250930_165556
253,,0,20250930_165556
254,Button.right,2,20250930_165556
255,Button.right,2,20250930_165556
256,Button.right,2,20250930_165556
257,Button.right,2,20250930_165556
258,Button.right,2,20250930_165556
259,Button.right,2,20250930_165556
260,Button.right,2,20250930_165556
261,Button.right,2,20250930_165556
262,Button.right,2,20250930_165556
263,Button.right,2,20250930_165556
264,Button.right,2,20250930_165556
265,,0,20250930_165556
266,,0,20250930_165556
267,,0,20250930_165556
268,,0,20250930_165556
269,,0,20250930_165556
270,,0,20250930_165556
271,,0,20250930_165556
272,,0,20250930_165556
273,,0,20250930_165556
274,,0,20250930_165556
275,,0,20250930_165556
276,,0,20250930_165556
277,,0,20250930_165556
278,,0,20250930_165556
279,Button.left,1,20250930_165556
280,,0,20250930_165556
281,,0,20250930_165556
282,,0,20250930_165556
283,Button.left,1,20250930_165556
284,,0,20250930_165556
285,Button.left,1,20250930_165556
286,Button.left,1,20250930_165556
287,,0,20250930_165556
288,,0,20250930_165556
289,,0,20250930_165556
290,,0,20250930_165556
291,,0,20250930_165556
292,,0,20250930_165556
293,Button.right,2,20250930_165556
294,Button.right,2,20250930_165556
295,Button.right,2,20250930_165556
296,Button.right,2,20250930_165556
297,Button.right,2,20250930_165556
298,Button.right,2,20250930_165556
299,Button.right,2,20250930_165556
300,Button.right,2,20250930_165556
301,Button.right,2,20250930_165556
302,Button.right,2,20250930_165556
303,Button.right,2,20250930_165556
304,Button.right,2,20250930_165556
305,Button.right,2,20250930_165556
306,Button.right,2,20250930_165556
307,Button.right,2,20250930_165556
308,Button.right,2,20250930_165556
309,Button.right,2,20250930_165556
310,Button.right,2,20250930_165556
311,Button.right,2,20250930_165556
312,,0,20250930_165556
313,,0,20250930_165556
314,,0,20250930_165556
315,,0,20250930_165556
316,,0,20250930_165556
317,,0,20250930_165556
318,,0,20250930_165556
319,,0,20250930_165556
320,,0,20250930_165556
321,,0,20250930_165556
322,,0,20250930_165556
323,,0,20250930_165556
324,,0,20250930_165556
325,,0,20250930_165556
326,,0,20250930_165556
327,,0,20250930_165556
328,Button.left,1,20250930_165556
329,,0,20250930_165556
330,,0,20250930_165556
331,,0,20250930_165556
332,,0,20250930_165556
333,Button.right,2,20250930_165556
334,Button.right,2,20250930_165556
335,Button.right,2,20250930_165556
336,Button.right,2,20250930_165556
337,Button.right,2,20250930_165556
338,Button.right,2,20250930_165556
339,Button.right,2,20250930_165556
340,Button.right,2,20250930_165556
341,Button.right,2,20250930_165556
342,Button.right,2,20250930_165556
343,Button.right,2,20250930_165556
344,Button.right,2,20250930_165556
345,Button.right,2,20250930_165556
346,Button.right,2,20250930_165556
347,Button.right,2,20250930_165556
348,Button.right,2,20250930_165556
349,Button.right,2,20250930_165556
350,Button.right,2,20250930_165556
351,,0,20250930_165556
352,,0,20250930_165556
353,,0,20250930_165556
354,,0,20250930_165556
355,,0,20250930_165556
356,,0,20250930_165556
357,,0,20250930_165556
358,,0,20250930_165556
359,,0,20250930_165556
360,,0,20250930_165556
361,,0,20250930_165556
362,,0,20250930_165556
363,,0,20250930_165556
364,,0,20250930_165556
365,,0,20250930_165556
366,,0,20250930_165556
367,,0,20250930_165556
368,,0,20250930_165556
369,,0,20250930_165556
370,,0,20250930_165556
371,Button.right,2,20250930_165556
372,Button.right,2,20250930_165556
373,Button.right,2,20250930_165556
374,Button.right,2,20250930_165556
375,Button.right,2,20250930_165556
376,Button.right,2,20250930_165556
377,Button.right,2,20250930_165556
378,,0,20250930_165556
379,,0,20250930_165556
380,,0,20250930_165556
381,,0,20250930_165556
382,Key.space,3,20250930_165556
383,Key.space,3,20250930_165556
384,,0,20250930_165556
385,,0,20250930_165556
386,,0,20250930_165556
387,,0,20250930_165556
388,Button.left,1,20250930_165556
389,Button.left,1,20250930_165556
390,,0,20250930_165556
391,,0,20250930_165556
392,Button.left,1,20250930_165556
393,,0,20250930_165556
394,,0,20250930_165556
395,,0,20250930_165556
396,,0,20250930_165556
397,Button.right,2,20250930_165556
398,Button.right,2,20250930_165556
399,Button.right,2,20250930_165556
400,Button.right,2,20250930_165556
401,Button.right,2,20250930_165556
402,Button.right,2,20250930_165556
403,Button.right,2,20250930_165556
404,Button.right,2,20250930_165556
405,Button.right,2,20250930_165556
406,Button.right,2,20250930_165556
407,Button.right,2,20250930_165556
408,Button.right,2,20250930_165556
409,Button.right,2,20250930_165556
410,,0,20250930_165556
411,,0,20250930_165556
412,,0,20250930_165556
413,,0,20250930_165556
414,,0,20250930_165556
415,,0,20250930_165556
416,,0,20250930_165556
417,,0,20250930_165556
418,,0,20250930_165556
419,,0,20250930_165556
420,,0,20250930_165556
421,,0,20250930_165556
422,,0,20250930_165556
423,,0,20250930_165556
424,,0,20250930_165556
425,,0,20250930_165556
426,,0,20250930_165556
427,,0,20250930_165556
428,,0,20250930_165556
429,,0,20250930_165556
430,,0,20250930_165556
431,,0,20250930_165556
432,,0,20250930_165556
433,,0,20250930_165556
434,,0,20250930_165556
435,,0,20250930_165556
436,,0,20250930_165556
437,,0,20250930_165556
438,,0,20250930_165556
439,,0,20250930_165556
440,,0,20250930_165556
441,,0,20250930_165556
442,,0,20250930_165556
443,,0,20250930_165556
444,,0,20250930_165556
445,,0,20250930_165556
446,,0,20250930_165556
447,,0,20250930_165556
448,,0,20250930_165556
449,,0,20250930_165556
450,,0,20250930_165556
451,,0,20250930_165556
452,,0,20250930_165556
453,,0,20250930_165556
454,,0,20250930_165556
455,,0,20250930_165556
456,,0,20250930_165556
457,,0,20250930_165556
458,,0,20250930_165556
459,,0,20250930_165556
460,,0,20250930_165556
461,,0,20250930_165556
462,,0,20250930_165556
463,,0,20250930_165556
464,,0,20250930_165556
465,,0,20250930_165556
466,,0,20250930_165556
467,,0,20250930_165556
468,,0,20250930_165556
469,,0,20250930_165556
470,,0,20250930_165556
471,,0,20250930_165556
472,,0,20250930_165556
473,,0,20250930_165556
474,Button.left,1,20250930_165556
475,,0,20250930_165556
476,,0,20250930_165556
477,,0,20250930_165556
478,,0,20250930_165556
479,Button.right,2,20250930_165556
480,Button.right,2,20250930_165556
481,Button.right,2,20250930_165556
482,Button.right,2,20250930_165556
483,Button.right,2,20250930_165556
484,,0,20250930_165556
485,,0,20250930_165556
486,,0,20250930_165556
487,,0,20250930_165556
488,Button.right,2,20250930_165556
489,Button.right,2,20250930_165556
490,Button.right,2,20250930_165556
491,Button.right,2,20250930_165556
492,Button.right,2,20250930_165556
493,Button.right,2,20250930_165556
494,,0,20250930_165556
495,,0,20250930_165556
496,Button.left,1,20250930_165556
497,,0,20250930_165556
498,,0,20250930_165556
499,,0,20250930_165556
500,,0,20250930_165556
501,Button.left,1,20250930_165556
502,Button.left,1,20250930_165556
503,Button.left,1,20250930_165556
504,,0,20250930_165556
505,Button.left,1,20250930_165556
506,Button.left,1,20250930_165556
507,Button.left,1,20250930_165556
508,,0,20250930_165556
509,,0,20250930_165556
510,,0,20250930_165556
511,Button.right,2,20250930_165556
512,Button.right,2,20250930_165556
513,Button.right,2,20250930_165556
514,Button.right,2,20250930_165556
515,Button.right,2,20250930_165556
516,Button.right,2,20250930_165556
517,Button.right,2,20250930_165556
518,Button.right,2,20250930_165556
519,Button.right,2,20250930_165556
520,Button.right,2,20250930_165556
521,Button.right,2,20250930_165556
522,Button.right,2,20250930_165556
523,Button.right,2,20250930_165556
524,Button.right,2,20250930_165556
525,Button.right,2,20250930_165556
526,Button.right,2,20250930_165556
527,Button.right,2,20250930_165556
528,Button.right,2,20250930_165556
529,Button.right,2,20250930_165556
530,Button.right,2,20250930_165556
531,Button.right,2,20250930_165556
532,Button.right,2,20250930_165556
533,Button.left,1,20250930_165556
534,Button.left,1,20250930_165556
535,,0,20250930_165556
536,,0,20250930_165556
537,,0,20250930_165556
538,Button.left,1,20250930_165556
539,Button.left,1,20250930_165556
540,Button.left,1,20250930_165556
541,,0,20250930_165556
542,,0,20250930_165556
543,,0,20250930_165556
544,Button.right,2,20250930_165556
545,Button.right,2,20250930_165556
546,Button.right,2,20250930_165556
547,Button.right,2,20250930_165556
548,Button.right,2,20250930_165556
549,Button.right,2,20250930_165556
550,Button.right,2,20250930_165556
551,Button.right,2,20250930_165556
552,Button.right,2,20250930_165556
553,Button.right,2,20250930_165556
554,Button.right,2,20250930_165556
555,Button.right,2,20250930_165556
556,Button.right,2,20250930_165556
557,Button.right,2,20250930_165556
558,,0,20250930_165556
559,,0,20250930_165556
560,,0,20250930_165556
561,,0,20250930_165556
562,,0,20250930_165556
563,,0,20250930_165556
564,,0,20250930_165556
565,,0,20250930_165556
566,,0,20250930_165556
567,,0,20250930_165556
568,,0,20250930_165556
569,,0,20250930_165556
570,,0,20250930_165556
571,,0,20250930_165556
572,,0,20250930_165556
573,,0,20250930_165556
574,,0,20250930_165556
575,,0,20250930_165556
576,,0,20250930_165556
577,,0,20250930_165556
578,,0,20250930_165556
579,,0,20250930_165556
